N,P,K,temperature,humidity,ph,rainfall,label
9,67,25,28,100,5.708001634,145,pigeonpeas
35,74,20,35,76,5.210141002,196,pigeonpeas
35,60,21,26,72,4.526149629,190,pigeonpeas
14,64,20,19,78,7.068382906,185,pigeonpeas
28,71,17,35,78,6.11214774,110,pigeonpeas
21,67,22,30,46,7.251112066,134,pigeonpeas
25,73,15,19,83,6.59272177,194,pigeonpeas
33,77,17,26,89,5.934761192,177,pigeonpeas
35,73,25,27,90,5.632246718,106,pigeonpeas
28,62,16,25,62,5.895946731,126,pigeonpeas
13,79,24,28,88,6.876060387,155,pigeonpeas
13,71,21,32,69,5.51682013,96,pigeonpeas
7,77,22,22,33,7.240100777,115,pigeonpeas
37,79,18,35,39,6.790062256,173,pigeonpeas
14,57,25,29,60,6.363108473,180,pigeonpeas
33,67,18,35,41,7.197186539,157,pigeonpeas
9,74,24,24,32,6.29806442,164,pigeonpeas
12,71,19,23,68,4.827001407,130,pigeonpeas
3,58,19,18,94,5.274063953,180,pigeonpeas
14,57,20,32,92,7.208673221,120,pigeonpeas
31,71,19,29,35,6.151688568,158,pigeonpeas
6,74,25,24,97,6.795867741,94,pigeonpeas
8,67,24,23,68,4.862090245,178,pigeonpeas
11,71,17,18,69,6.116266474,166,pigeonpeas
5,63,25,26,56,7.444921471,104,pigeonpeas
36,62,16,34,95,6.516544481,183,pigeonpeas
34,66,21,25,77,4.51982857,102,pigeonpeas
19,65,20,26,34,7.218925819,157,pigeonpeas
22,61,25,34,91,6.266802322,101,pigeonpeas
22,58,15,27,40,4.575639558,189,pigeonpeas
7,79,18,26,71,4.814128377,166,pigeonpeas
17,55,20,24,60,7.124327105,136,pigeonpeas
11,76,23,34,68,5.300780436,161,pigeonpeas
17,60,17,34,92,5.54359441,101,pigeonpeas
40,63,15,26,88,5.61814253,125,pigeonpeas
7,57,22,26,35,6.877329077,94,pigeonpeas
34,63,19,32,40,4.92122075,187,pigeonpeas
40,66,16,25,82,5.577021093,162,pigeonpeas
8,58,19,34,45,5.32618274,92,pigeonpeas
28,60,23,30,74,6.307625236,182,pigeonpeas
21,69,21,23,77,6.59561665,127,pigeonpeas
38,64,23,34,35,5.731317574,154,pigeonpeas
34,56,22,34,35,5.882913787,200,pigeonpeas
25,71,21,32,81,6.312814658,196,pigeonpeas
22,79,23,24,85,7.489211522,115,pigeonpeas
5,67,16,35,79,4.974237172,100,pigeonpeas
32,75,15,22,89,5.843889399,117,pigeonpeas
27,80,21,23,85,7.172430043,139,pigeonpeas
36,80,23,34,57,6.239862582,160,pigeonpeas
9,80,23,21,65,6.988294576,107,pigeonpeas
7,58,22,21,87,4.867272602,152,pigeonpeas
4,79,18,33,77,4.830105525,178,pigeonpeas
23,80,22,24,79,6.199404124,122,pigeonpeas
34,55,23,18,39,5.80201598,160,pigeonpeas
6,70,18,23,89,6.598348605,188,pigeonpeas
15,79,21,35,31,5.292590814,116,pigeonpeas
25,57,15,21,64,5.348255384,90,pigeonpeas
33,73,22,18,56,5.712276751,180,pigeonpeas
4,56,24,31,40,6.140279939,123,pigeonpeas
7,55,23,27,74,6.677167279,135,pigeonpeas
6,72,15,29,67,4.76225357,180,pigeonpeas
16,79,25,19,35,5.474423268,139,pigeonpeas
33,64,22,25,92,4.69106949,91,pigeonpeas
10,55,15,29,92,7.106184846,120,pigeonpeas
8,74,21,32,46,5.059176993,163,pigeonpeas
32,59,17,20,95,6.760372112,117,pigeonpeas
27,65,15,20,33,5.855933988,105,pigeonpeas
20,55,21,23,52,4.982973732,100,pigeonpeas
3,64,23,21,53,6.29718888,195,pigeonpeas
16,66,18,19,54,7.37049132,102,pigeonpeas
24,74,23,35,76,6.603586734,100,pigeonpeas
4,72,25,33,42,7.238319305,100,pigeonpeas
8,78,17,33,76,7.497419527,159,pigeonpeas
39,72,15,22,87,5.240227267,157,pigeonpeas
40,71,15,22,50,4.581556868,177,pigeonpeas
6,73,21,29,74,4.868961123,154,pigeonpeas
20,61,22,32,35,7.327628868,123,pigeonpeas
36,75,22,33,34,5.999625991,96,pigeonpeas
36,63,18,26,73,5.109299182,191,pigeonpeas
9,80,25,32,98,6.583834665,169,pigeonpeas
14,75,21,20,51,7.003806748,119,pigeonpeas
37,66,17,32,90,6.558576718,191,pigeonpeas
29,76,16,20,99,5.961894057,150,pigeonpeas
36,79,25,28,46,6.75442828,108,pigeonpeas
8,59,16,31,47,6.159522325,165,pigeonpeas
26,67,23,24,45,6.826017862,142,pigeonpeas
6,61,19,34,65,6.581693407,149,pigeonpeas
3,59,20,33,90,6.693980307,135,pigeonpeas
7,55,24,29,65,7.474736625,148,pigeonpeas
10,56,16,18,97,7.402825383,92,pigeonpeas
23,62,20,20,66,5.885344662,114,pigeonpeas
18,58,21,22,65,4.655488272,100,pigeonpeas
11,75,18,23,68,6.809049885,171,pigeonpeas
17,79,22,24,55,7.139565697,153,pigeonpeas
30,75,20,30,100,7.33787729,139,pigeonpeas
33,76,21,31,96,6.098548313,164,pigeonpeas
27,76,17,34,83,6.299177465,171,pigeonpeas
6,64,23,25,82,5.568627696,166,pigeonpeas
36,63,19,29,72,7.166183958,137,pigeonpeas
34,75,16,24,46,5.029506589,149,pigeonpeas
38,69,22,34,60,6.091053371,155,pigeonpeas
12,69,21,33,68,5.194124635,126,pigeonpeas
3,78,24,21,45,4.521126686,130,pigeonpeas
22,55,21,35,97,5.293451447,184,pigeonpeas
38,57,22,28,40,5.209805014,194,pigeonpeas
35,74,15,30,94,7.062441964,159,pigeonpeas
26,70,21,26,54,6.381186547,152,pigeonpeas
40,61,19,31,40,5.082336244,106,pigeonpeas
16,62,19,18,51,4.693328717,137,pigeonpeas
24,79,25,18,62,6.097712789,165,pigeonpeas
36,70,24,32,69,5.613769209,101,pigeonpeas
33,60,17,25,49,5.089896202,132,pigeonpeas
39,57,16,31,38,4.682539771,192,pigeonpeas
8,65,17,20,53,6.295168373,185,pigeonpeas
9,76,23,25,89,4.553595488,126,pigeonpeas
17,69,19,28,44,5.674203585,95,pigeonpeas
8,68,22,24,51,5.58840665,169,pigeonpeas
22,77,21,35,100,5.179673981,101,pigeonpeas
6,56,25,27,80,7.061129332,160,pigeonpeas
13,80,24,34,35,6.925071749,108,pigeonpeas
33,66,19,24,49,4.956557023,132,pigeonpeas
8,63,15,21,35,5.424221645,129,pigeonpeas
38,68,24,22,71,5.595511582,168,pigeonpeas
23,60,16,34,43,6.252765297,160,pigeonpeas
28,67,22,35,66,6.374119035,95,pigeonpeas
36,57,25,26,33,5.013586591,157,pigeonpeas
9,75,15,31,41,5.939397148,103,pigeonpeas
6,62,17,26,97,6.381628607,133,pigeonpeas
26,58,18,20,76,6.480248514,130,pigeonpeas
9,69,24,25,43,5.53883771,175,pigeonpeas
3,61,21,34,40,5.787991407,121,pigeonpeas
36,61,15,23,45,5.910306629,110,pigeonpeas
16,70,25,18,48,5.276855598,122,pigeonpeas
28,61,21,35,72,7.041530447,100,pigeonpeas
27,60,19,34,57,5.821801124,111,pigeonpeas
31,65,23,26,55,5.072369071,190,pigeonpeas
9,60,22,23,72,6.107629041,173,pigeonpeas
22,69,17,35,75,5.22041429,95,pigeonpeas
37,57,24,31,43,7.359694277,96,pigeonpeas
3,64,17,23,81,7.429500668,121,pigeonpeas
33,73,22,23,69,6.138351951,117,pigeonpeas
15,66,19,32,33,5.563954893,155,pigeonpeas
21,64,25,20,47,5.105560919,91,pigeonpeas
21,80,25,34,94,5.174882791,109,pigeonpeas
21,68,21,23,57,4.518492392,164,pigeonpeas
35,73,20,31,39,6.130478706,166,pigeonpeas
6,68,15,29,55,6.466599429,105,pigeonpeas
16,73,18,19,98,6.442027991,198,pigeonpeas
22,71,25,24,98,5.13099933,118,pigeonpeas
26,60,18,30,31,5.242728398,137,pigeonpeas
3,75,17,31,39,6.490353507,157,pigeonpeas
36,59,19,33,81,5.078791816,106,pigeonpeas
19,73,21,23,30,7.074078797,195,pigeonpeas
19,74,16,23,37,7.276363331,141,pigeonpeas
3,61,22,26,30,6.273672789,168,pigeonpeas
35,66,19,28,97,6.944548146,200,pigeonpeas
9,56,15,23,96,4.664364185,166,pigeonpeas
26,55,19,19,32,6.519848411,183,pigeonpeas
6,65,18,25,71,6.823450291,184,pigeonpeas
5,66,18,34,36,5.848496614,194,pigeonpeas
7,69,19,34,45,7.141500302,179,pigeonpeas
20,64,17,23,36,5.976033542,137,pigeonpeas
37,67,17,21,67,4.767417767,136,pigeonpeas
6,55,20,27,36,4.821769802,94,pigeonpeas
7,74,21,24,39,6.417541271,128,pigeonpeas
35,67,16,35,68,5.223122908,161,pigeonpeas
14,60,24,30,100,7.211266771,177,pigeonpeas
17,63,17,18,32,4.565107331,175,pigeonpeas
34,56,16,27,95,7.388529247,164,pigeonpeas
12,75,20,26,97,6.775324046,139,pigeonpeas
40,75,25,32,84,6.192799635,162,pigeonpeas
17,70,22,22,47,6.125237377,101,pigeonpeas
22,74,24,22,40,6.534875911,102,pigeonpeas
23,72,18,33,76,4.827854698,103,pigeonpeas
23,63,21,20,72,4.752554916,92,pigeonpeas
33,80,15,28,86,5.370058985,179,pigeonpeas
35,79,25,18,32,5.627570129,167,pigeonpeas
8,70,20,22,68,4.905276388,92,pigeonpeas
4,65,25,35,59,6.371538345,117,pigeonpeas
26,60,21,20,63,5.842739576,107,pigeonpeas
36,68,22,31,43,6.167331392,95,pigeonpeas
30,71,21,22,60,4.818319264,117,pigeonpeas
19,80,23,20,78,5.079537084,103,pigeonpeas
29,80,18,26,68,6.088301808,195,pigeonpeas
10,68,17,34,50,4.580248149,135,pigeonpeas
35,76,15,30,69,5.766513626,153,pigeonpeas
29,78,23,31,44,5.584164026,196,pigeonpeas
17,77,19,27,76,5.851743715,116,pigeonpeas
31,59,17,26,39,4.842613546,145,pigeonpeas
32,75,24,30,93,6.497815308,159,pigeonpeas
40,60,17,19,52,7.450622082,144,pigeonpeas
35,62,18,19,82,4.871397418,167,pigeonpeas
27,55,18,33,56,6.798576082,133,pigeonpeas
39,60,19,35,87,6.526202378,111,pigeonpeas
20,69,22,18,85,7.194694626,136,pigeonpeas
16,80,22,23,65,5.112545285,117,pigeonpeas
8,71,19,32,87,5.113253199,175,pigeonpeas
8,76,19,18,71,5.775338766,130,pigeonpeas
12,75,25,24,54,6.008601296,128,pigeonpeas
31,78,22,34,33,5.442543114,155,pigeonpeas
15,64,15,18,51,6.757362704,119,pigeonpeas
36,69,18,25,100,4.698339314,192,pigeonpeas
33,66,23,28,92,4.869430269,105,pigeonpeas
24,58,15,23,78,6.184553635,152,pigeonpeas
8,67,25,23,82,7.174171779,119,pigeonpeas
21,56,20,26,59,7.047999592,93,pigeonpeas
25,66,25,35,82,6.867712188,145,pigeonpeas
33,74,20,34,71,7.352968115,111,pigeonpeas
38,73,22,19,90,5.193647695,192,pigeonpeas
25,64,22,24,41,7.452737812,117,pigeonpeas
12,57,20,18,73,6.671913185,168,pigeonpeas
23,79,23,21,91,7.013489826,126,pigeonpeas
33,57,15,26,94,7.491736836,186,pigeonpeas
11,62,19,31,30,6.709760963,96,pigeonpeas
10,79,17,19,63,6.544389605,188,pigeonpeas
40,55,24,19,52,4.657875538,138,pigeonpeas
35,60,20,28,32,5.621185142,152,pigeonpeas
16,56,16,18,66,4.976067055,140,pigeonpeas
12,77,15,32,74,5.527881438,109,pigeonpeas
30,73,20,21,82,5.531544065,143,pigeonpeas
13,61,16,34,79,6.880096916,143,pigeonpeas
15,56,23,29,40,7.15893575,185,pigeonpeas
31,65,15,30,39,6.122984046,159,pigeonpeas
35,69,20,28,36,5.363246295,187,pigeonpeas
7,63,19,28,55,6.309209644,115,pigeonpeas
22,65,18,29,100,4.524154021,159,pigeonpeas
21,59,24,30,49,7.069371748,124,pigeonpeas
24,59,24,25,33,4.878757644,176,pigeonpeas
29,63,21,32,77,5.954287211,196,pigeonpeas
5,58,18,28,87,5.122699711,155,pigeonpeas
14,71,25,26,34,4.736444431,158,pigeonpeas
8,78,15,21,69,7.46438526,138,pigeonpeas
25,65,20,25,66,6.443236548,168,pigeonpeas
24,55,24,23,100,4.723126345,125,pigeonpeas
5,56,24,35,59,5.052077425,150,pigeonpeas
20,68,21,23,65,4.988947511,137,pigeonpeas
22,61,15,31,76,5.393900539,142,pigeonpeas
17,67,22,26,65,5.151922884,190,pigeonpeas
35,60,22,21,52,6.294929121,153,pigeonpeas
8,66,19,35,55,4.868382679,149,pigeonpeas
3,62,19,28,88,6.425482898,111,pigeonpeas
25,58,23,34,92,6.661303371,92,pigeonpeas
28,80,25,33,84,6.339566879,131,pigeonpeas
5,79,23,26,37,6.743959004,164,pigeonpeas
21,57,20,24,85,6.876424627,144,pigeonpeas
18,55,23,33,30,5.614110294,195,pigeonpeas
7,77,23,34,97,6.362785175,139,pigeonpeas
34,58,17,26,70,4.719880844,142,pigeonpeas
18,72,17,18,91,5.191440077,150,pigeonpeas
12,63,18,23,40,6.556951908,145,pigeonpeas
34,65,17,22,50,5.337490346,195,pigeonpeas
18,73,23,31,44,7.125740556,151,pigeonpeas
28,75,19,25,68,7.164413967,182,pigeonpeas
9,57,16,20,53,6.460550121,142,pigeonpeas
4,75,17,25,41,4.747352921,100,pigeonpeas
7,76,20,34,92,5.635010977,192,pigeonpeas
27,59,22,29,63,7.207991982,120,pigeonpeas
13,73,16,19,67,6.183190374,199,pigeonpeas
39,71,22,22,40,6.658686488,98,pigeonpeas
29,56,22,33,34,5.83267909,108,pigeonpeas
12,59,15,30,75,4.941786764,143,pigeonpeas
14,68,23,22,88,6.509290236,165,pigeonpeas
21,61,19,21,55,4.876864206,177,pigeonpeas
27,66,20,28,64,5.393326461,200,pigeonpeas
4,66,25,35,72,4.605664973,148,pigeonpeas
21,70,21,27,59,5.02358407,151,pigeonpeas
10,55,18,25,80,6.288614964,198,pigeonpeas
13,78,17,24,38,5.244323165,184,pigeonpeas
23,66,25,20,63,5.350888661,126,pigeonpeas
21,66,19,21,95,7.165782316,193,pigeonpeas
16,63,16,29,78,6.125081401,126,pigeonpeas
4,65,16,28,60,6.553200694,112,pigeonpeas
15,64,23,23,39,6.517379746,171,pigeonpeas
18,59,19,28,49,6.653769606,178,pigeonpeas
15,59,20,27,71,6.504959975,180,pigeonpeas
3,78,21,27,100,5.035884579,141,pigeonpeas
31,61,18,26,45,5.128374501,168,pigeonpeas
18,76,18,19,65,5.446422697,155,pigeonpeas
22,67,16,19,72,5.130300175,123,pigeonpeas
7,60,25,27,91,5.216169055,97,pigeonpeas
21,80,23,18,79,4.91971901,163,pigeonpeas
31,78,25,25,61,5.1813263,96,pigeonpeas
21,69,24,26,63,5.14714325,132,pigeonpeas
38,65,16,35,54,5.603069912,138,pigeonpeas
14,71,24,25,61,4.885015872,182,pigeonpeas
38,56,21,24,76,6.345369773,149,pigeonpeas
12,56,24,23,71,4.822945358,169,pigeonpeas
12,65,21,34,49,6.384262106,194,pigeonpeas
28,77,17,25,66,6.858432271,163,pigeonpeas
22,59,16,25,69,6.621534134,145,pigeonpeas
4,80,21,29,74,5.799184001,158,pigeonpeas
24,65,22,32,96,5.092191897,177,pigeonpeas
5,57,18,35,99,4.862179456,125,pigeonpeas
10,57,19,22,83,5.054572178,95,pigeonpeas
38,74,25,18,57,6.586137358,123,pigeonpeas
21,74,24,19,83,5.728919438,132,pigeonpeas
14,77,15,26,50,7.479350026,122,pigeonpeas
31,58,23,28,44,6.104531385,116,pigeonpeas
12,77,22,22,98,4.627908731,129,pigeonpeas
10,58,18,23,34,7.14653938,128,pigeonpeas
32,59,15,20,62,5.778690648,199,pigeonpeas
6,74,23,19,40,7.054825164,152,pigeonpeas
28,76,17,28,31,7.020355484,99,pigeonpeas
40,63,20,20,56,7.226348978,198,pigeonpeas
40,76,19,32,30,7.240046956,95,pigeonpeas
17,75,21,26,46,4.509120966,166,pigeonpeas
12,79,20,35,57,6.450159002,97,pigeonpeas
4,62,22,26,69,7.147123114,188,pigeonpeas
28,75,20,22,35,5.521762124,94,pigeonpeas
6,73,25,21,69,5.656923312,174,pigeonpeas
8,64,15,32,92,6.197808151,102,pigeonpeas
31,70,17,26,94,7.229840942,111,pigeonpeas
33,65,16,28,46,7.462340849,145,pigeonpeas
4,74,25,26,56,5.777436675,126,pigeonpeas
35,66,18,29,89,4.991172474,99,pigeonpeas
8,62,23,31,50,5.427122397,182,pigeonpeas
40,61,22,34,87,6.491811478,131,pigeonpeas
18,56,17,29,100,6.115073097,124,pigeonpeas
14,64,17,28,74,6.790433482,134,pigeonpeas
20,75,17,19,95,5.496689242,122,pigeonpeas
18,60,15,34,100,5.646637741,194,pigeonpeas
33,63,19,22,40,5.747807279,153,pigeonpeas
3,69,18,31,86,5.768951359,147,pigeonpeas
16,72,20,27,44,6.17615882,128,pigeonpeas
23,80,21,34,97,4.839211462,92,pigeonpeas
23,69,17,29,55,6.98022751,141,pigeonpeas
25,77,23,25,77,5.518678475,106,pigeonpeas
36,67,24,32,38,6.217135907,93,pigeonpeas
7,73,16,23,93,6.088889654,116,pigeonpeas
13,78,21,21,35,5.33762269,146,pigeonpeas
21,58,16,30,89,5.738882858,135,pigeonpeas
3,65,22,32,84,5.178511664,159,pigeonpeas
23,68,18,35,93,5.63937021,169,pigeonpeas
19,62,19,21,58,5.342523953,149,pigeonpeas
15,79,23,21,86,5.774442156,126,pigeonpeas
15,79,20,34,64,5.34164321,122,pigeonpeas
17,68,17,34,55,6.605239317,170,pigeonpeas
6,68,19,29,37,5.743147741,158,pigeonpeas
15,55,23,22,87,7.083705118,150,pigeonpeas
8,64,22,32,31,7.075702529,117,pigeonpeas
38,64,16,23,32,5.987777056,165,pigeonpeas
27,67,23,21,69,5.382151817,190,pigeonpeas
10,60,19,27,97,6.297072889,143,pigeonpeas
17,63,21,27,36,5.104570946,99,pigeonpeas
5,60,24,23,92,5.953527921,167,pigeonpeas
15,71,20,22,82,7.182666513,191,pigeonpeas
12,59,24,23,59,6.706267032,177,pigeonpeas
39,69,16,20,60,7.143223533,169,pigeonpeas
5,60,19,28,81,5.861592547,155,pigeonpeas
38,73,19,34,57,6.325240889,199,pigeonpeas
18,63,17,25,70,5.691388722,91,pigeonpeas
7,76,17,26,79,4.600680431,123,pigeonpeas
25,62,19,25,83,6.995753064,125,pigeonpeas
7,66,20,33,84,5.911434421,149,pigeonpeas
40,78,20,33,91,5.601760268,178,pigeonpeas
32,77,23,35,46,5.179989194,189,pigeonpeas
5,66,16,30,71,5.023464794,104,pigeonpeas
27,79,23,30,82,4.603025609,183,pigeonpeas
24,58,15,21,85,6.345615589,130,pigeonpeas
26,73,16,32,73,4.750422542,191,pigeonpeas
19,60,24,25,34,5.545930382,178,pigeonpeas
9,60,18,34,67,5.232696149,119,pigeonpeas
17,67,25,18,42,4.521855265,122,pigeonpeas
36,64,18,23,45,5.682531814,174,pigeonpeas
38,60,25,27,62,5.444014815,154,pigeonpeas
36,72,18,31,81,6.630477902,153,pigeonpeas
15,72,19,20,55,6.190072396,97,pigeonpeas
26,61,23,19,64,7.474986347,148,pigeonpeas
27,79,19,19,63,6.864301234,129,pigeonpeas
25,74,22,21,65,5.75567346,138,pigeonpeas
39,64,25,32,53,4.588241717,115,pigeonpeas
35,57,15,31,100,6.241753952,137,pigeonpeas
13,62,25,26,96,5.960187857,123,pigeonpeas
29,71,15,23,39,5.269606596,197,pigeonpeas
40,67,15,33,38,6.189860399,167,pigeonpeas
13,80,21,23,74,4.975969097,107,pigeonpeas
16,80,21,27,52,5.695682222,97,pigeonpeas
14,80,20,20,94,5.886136951,99,pigeonpeas
23,77,18,31,44,5.087993748,106,pigeonpeas
32,79,19,26,69,5.866014824,159,pigeonpeas
39,67,22,26,95,5.933356728,113,pigeonpeas
28,80,20,34,63,7.010160644,157,pigeonpeas
22,63,24,19,87,4.559193325,153,pigeonpeas
30,79,21,27,100,6.556290058,120,pigeonpeas
11,58,17,28,64,6.911966738,182,pigeonpeas
35,80,24,35,75,5.989562242,91,pigeonpeas
21,80,21,29,87,6.065363591,163,pigeonpeas
10,62,19,19,65,6.48547757,182,pigeonpeas
34,56,17,27,61,5.236916288,120,pigeonpeas
18,64,25,31,90,6.638610548,122,pigeonpeas
15,76,17,19,52,5.989969378,183,pigeonpeas
15,71,15,31,78,4.939271308,90,pigeonpeas
21,57,15,24,63,7.216691033,117,pigeonpeas
4,64,23,33,36,7.087757694,128,pigeonpeas
26,64,17,29,87,5.782174789,133,pigeonpeas
12,57,25,20,50,5.378838257,119,pigeonpeas
11,56,22,20,72,6.358512334,109,pigeonpeas
18,65,18,20,98,7.432846765,180,pigeonpeas
22,68,16,19,58,7.127654778,160,pigeonpeas
17,63,24,34,51,6.010571946,174,pigeonpeas
6,66,25,20,56,7.313148942,167,pigeonpeas
8,56,15,32,30,6.167714862,157,pigeonpeas
21,72,20,30,96,4.984934618,173,pigeonpeas
38,77,18,26,79,5.725678856,185,pigeonpeas
17,71,18,29,80,7.212803219,114,pigeonpeas
35,63,20,23,90,5.533028381,156,pigeonpeas
8,72,21,19,54,4.515095181,187,pigeonpeas
37,76,25,32,47,5.64651891,113,pigeonpeas
12,79,22,32,91,4.547030944,116,pigeonpeas
36,67,21,32,94,6.905625376,91,pigeonpeas
13,58,16,21,59,6.214321602,190,pigeonpeas
22,59,24,35,77,6.411565816,193,pigeonpeas
4,56,25,22,35,6.835418999,93,pigeonpeas
21,77,21,28,68,6.439680285,126,pigeonpeas
9,59,16,26,72,5.814304004,90,pigeonpeas
13,72,20,18,63,5.553344718,192,pigeonpeas
38,61,23,18,93,6.908126769,170,pigeonpeas
40,61,23,33,31,6.251860421,155,pigeonpeas
29,80,16,29,67,6.870348335,93,pigeonpeas
20,55,16,25,44,4.847186614,103,pigeonpeas
30,76,15,35,79,6.99666996,184,pigeonpeas
19,75,16,29,35,5.480345874,198,pigeonpeas
3,76,15,22,75,7.16092053,97,pigeonpeas
32,75,21,33,67,6.493247756,187,pigeonpeas
18,55,18,24,64,5.822651616,131,pigeonpeas
13,56,16,29,78,6.637912687,119,pigeonpeas
38,39,18,27,42,6.433862905,33,mothbeans
37,60,16,30,65,8.397875885,55,mothbeans
18,52,21,30,51,4.708374237,49,mothbeans
6,40,16,27,65,6.412007621,44,mothbeans
30,40,22,32,52,7.468315477,75,mothbeans
40,58,19,30,42,6.380136767,34,mothbeans
21,39,24,28,46,4.334437641,48,mothbeans
28,48,25,28,54,5.756630545,51,mothbeans
39,54,19,28,57,5.841725051,75,mothbeans
29,35,22,26,60,3.789750051,33,mothbeans
17,51,20,26,58,3.689288515,54,mothbeans
40,44,15,26,56,6.264078046,69,mothbeans
18,53,24,32,56,6.733920667,74,mothbeans
25,59,19,32,63,4.060611367,40,mothbeans
17,45,16,30,64,5.737148833,49,mothbeans
34,56,22,28,48,4.970259082,74,mothbeans
32,45,18,32,42,7.386426838,31,mothbeans
20,53,24,31,65,5.211090839,41,mothbeans
29,59,16,30,58,8.485864348,65,mothbeans
7,40,24,29,50,7.61016167,56,mothbeans
32,53,17,30,54,5.882740711,65,mothbeans
19,51,23,30,59,7.221550624,37,mothbeans
14,45,21,27,47,6.514842453,66,mothbeans
25,60,22,27,63,7.43058332,73,mothbeans
6,39,25,24,44,5.126522989,62,mothbeans
26,44,18,29,40,7.730728199,70,mothbeans
11,53,22,31,46,7.138222417,64,mothbeans
9,55,17,27,41,8.157639714,63,mothbeans
6,46,24,27,49,7.990869359,36,mothbeans
8,38,18,24,49,4.98270635,34,mothbeans
8,50,22,30,58,4.424970124,51,mothbeans
16,59,16,26,42,6.128580421,43,mothbeans
6,58,19,32,64,5.414014379,62,mothbeans
23,35,15,24,61,8.042636489,41,mothbeans
17,52,16,24,54,5.161172329,46,mothbeans
14,51,25,24,59,6.474626822,34,mothbeans
16,51,22,28,49,7.511938729,59,mothbeans
14,36,15,30,49,7.922399738,69,mothbeans
18,39,24,24,50,5.454484228,54,mothbeans
33,51,21,32,46,5.990402668,48,mothbeans
23,43,18,26,43,4.684067422,58,mothbeans
38,43,16,24,59,7.435240113,44,mothbeans
13,41,25,25,51,5.104034091,71,mothbeans
10,42,15,24,64,5.624313317,58,mothbeans
10,49,21,25,62,7.948077082,35,mothbeans
13,60,17,32,48,7.00296013,55,mothbeans
20,47,22,30,40,4.288610163,50,mothbeans
31,39,18,31,44,3.852805941,72,mothbeans
24,50,17,24,58,3.830995831,70,mothbeans
17,57,20,24,60,8.231167588,54,mothbeans
14,49,23,29,49,5.727564071,59,mothbeans
32,45,25,26,63,6.163279545,49,mothbeans
32,59,18,28,45,5.236262535,64,mothbeans
15,51,23,31,43,6.091343359,67,mothbeans
40,55,25,32,55,8.103470979,67,mothbeans
34,45,22,25,65,7.463549759,34,mothbeans
34,59,20,30,41,6.831595393,56,mothbeans
39,37,23,24,40,8.025918474,53,mothbeans
25,45,15,32,42,4.375234369,37,mothbeans
20,36,23,25,43,5.917322228,73,mothbeans
23,37,18,27,55,3.823437682,30,mothbeans
33,51,19,29,55,8.275954241,67,mothbeans
29,37,16,24,60,4.354774667,57,mothbeans
34,54,22,27,47,5.26870815,52,mothbeans
24,56,23,26,53,7.246258796,56,mothbeans
20,55,21,28,62,4.754649854,40,mothbeans
19,49,19,31,58,6.854053236,54,mothbeans
22,54,18,24,52,3.963636316,51,mothbeans
19,54,19,27,46,8.277461047,40,mothbeans
